Entity,Code,Day,"Cumulative excess deaths per 100,000 people (central estimate)","Cumulative excess deaths per 100,000 people (95% CI, lower bound)","Cumulative excess deaths per 100,000 people (95% CI, upper bound)","Total confirmed deaths due to COVID-19 per 100,000 people"
Afghanistan,AFG,2020-01-06,-0.0442953,-0.57048637,0.84802574,0.0
Afghanistan,AFG,2020-01-13,-0.04757875,-0.837293,1.2819815,0.0
Afghanistan,AFG,2020-01-20,0.022122683,-1.125014,1.6988064,0.0
Afghanistan,AFG,2020-01-27,0.06337419,-1.3776556,2.177791,0.0
Afghanistan,AFG,2020-02-03,0.12654226,-1.6760105,2.684884,0.0
Afghanistan,AFG,2020-02-10,0.21267237,-2.4928243,3.2034683,0.0
Afghanistan,AFG,2020-02-17,0.27274153,-3.3788037,3.6785934,0.0
Afghanistan,AFG,2020-02-24,0.30070192,-4.058883,4.2428017,0.0
Afghanistan,AFG,2020-03-02,0.329365,-4.6519413,4.183122,0.0
Afghanistan,AFG,2020-03-09,0.4882863,-5.653272,4.759377,0.0
Afghanistan,AFG,2020-03-16,1.8548058,-5.19052,5.9403524,0.0
Afghanistan,AFG,2020-03-23,2.040268,-5.5641856,6.583864,0.0
Afghanistan,AFG,2020-03-30,2.20798,-6.828194,7.4869246,0.0049286764
Afghanistan,AFG,2020-04-06,3.310485,-7.330058,7.965018,0.012321691
Afghanistan,AFG,2020-04-13,4.0110974,-7.9073057,9.261216,0.036965072
Afghanistan,AFG,2020-04-20,4.2351155,-8.926589,10.985834,0.073930144
Afghanistan,AFG,2020-04-27,4.7315435,-9.935353,12.011672,0.105966546
Afghanistan,AFG,2020-05-04,5.391588,-10.536296,13.371714,0.15771765
Afghanistan,AFG,2020-05-11,6.1816225,-11.027591,15.243689,0.2587555
Afghanistan,AFG,2020-05-18,7.6819,-10.048876,17.057936,0.37704375
Afghanistan,AFG,2020-05-25,8.949049,-8.750826,18.193264,0.51997536
Afghanistan,AFG,2020-06-01,9.984016,-7.2660146,20.43607,0.61115587
Afghanistan,AFG,2020-06-08,11.561783,-5.481292,23.119638,0.8058386
Afghanistan,AFG,2020-06-15,14.984698,-4.7217293,27.086416,1.1114166
Afghanistan,AFG,2020-06-22,18.59574,-3.4005797,31.313936,1.3504573
Afghanistan,AFG,2020-06-29,20.962482,-2.097405,33.943584,1.7324297
Afghanistan,AFG,2020-07-06,23.417234,-0.44578743,36.36227,2.0355434
Afghanistan,AFG,2020-07-13,25.898653,1.1945491,38.124775,2.4027297
Afghanistan,AFG,2020-07-20,28.503178,3.33462,42.72037,2.826596
Afghanistan,AFG,2020-07-27,30.820864,5.329241,47.210556,3.0705655
Afghanistan,AFG,2020-08-03,33.167717,6.4131284,51.341187,3.1617458
Afghanistan,AFG,2020-08-10,34.73419,7.383874,53.9912,3.22089
Afghanistan,AFG,2020-08-17,37.07952,8.686202,55.85094,3.3761432
Afghanistan,AFG,2020-08-24,39.411713,9.381568,57.9139,3.4131083
Afghanistan,AFG,2020-08-31,41.39029,9.947733,59.98406,3.455002
Afghanistan,AFG,2020-09-07,42.6349,10.469358,61.722137,3.4722526
Afghanistan,AFG,2020-09-14,43.80451,11.003286,63.491474,3.4993603
Afghanistan,AFG,2020-09-21,45.11587,11.607359,65.245,3.541254
Afghanistan,AFG,2020-09-28,46.50479,12.1347,66.9759,3.5806835
Afghanistan,AFG,2020-10-05,47.872276,12.692032,68.67525,3.6028624
Afghanistan,AFG,2020-10-12,49.550076,13.426303,70.63449,3.62997
Afghanistan,AFG,2020-10-19,51.18402,14.109811,72.57265,3.6669352
Afghanistan,AFG,2020-10-26,52.747807,15.569493,75.25063,3.723615
Afghanistan,AFG,2020-11-02,54.60374,16.789274,77.87439,3.7852235
Afghanistan,AFG,2020-11-09,56.77237,18.003876,80.860245,3.8345103
Afghanistan,AFG,2020-11-16,58.92094,19.038254,82.74128,3.955263
Afghanistan,AFG,2020-11-23,61.152737,20.650867,85.11748,4.1277666
Afghanistan,AFG,2020-11-30,62.940186,22.624884,88.780136,4.3175206
Afghanistan,AFG,2020-12-07,65.05861,23.467941,92.61084,4.5959907
Afghanistan,AFG,2020-12-14,67.02845,24.279016,96.39054,4.830103
Afghanistan,AFG,2020-12-21,68.87851,24.863335,97.9712,5.0617504
Afghanistan,AFG,2020-12-28,70.67312,25.532328,99.40112,5.318042
Afghanistan,AFG,2021-01-04,71.67951,26.228506,100.020325,5.473295
Afghanistan,AFG,2021-01-11,72.64288,26.982119,100.68233,5.611298
Afghanistan,AFG,2021-01-18,73.45743,26.927952,103.61753,5.764087
Afghanistan,AFG,2021-01-25,74.38838,27.169922,105.291916,5.860196
Afghanistan,AFG,2021-02-01,74.98428,27.459085,106.38092,5.9144115
Afghanistan,AFG,2021-02-08,75.54064,27.405136,107.417465,5.939055
Afghanistan,AFG,2021-02-15,76.27277,27.603214,108.55548,5.980949
Afghanistan,AFG,2021-02-22,76.68676,27.548012,109.60047,5.9932704
Afghanistan,AFG,2021-03-01,76.89182,27.37758,110.47724,6.020378
Afghanistan,AFG,2021-03-08,77.42851,27.19701,111.3155,6.0351644
Afghanistan,AFG,2021-03-15,78.12883,27.080816,112.347725,6.0548787
Afghanistan,AFG,2021-03-22,78.89683,27.131107,113.35565,6.069665
Afghanistan,AFG,2021-03-29,80.05621,27.615725,117.14351,6.0869155
Afghanistan,AFG,2021-04-05,81.46367,28.516932,120.69497,6.1534524
Afghanistan,AFG,2021-04-12,82.93446,28.984806,124.372086,6.2125964
Afghanistan,AFG,2021-04-19,84.37242,29.863594,128.13254,6.2569547
Afghanistan,AFG,2021-04-26,86.17439,31.021778,132.4352,6.362921
Afghanistan,AFG,2021-05-03,88.17119,32.07895,136.82095,6.49846
Afghanistan,AFG,2021-05-10,90.2728,33.370552,139.10307,6.619212
Afghanistan,AFG,2021-05-17,93.106476,35.37064,141.38864,6.7572155
Afghanistan,AFG,2021-05-24,96.31666,36.31261,143.529,6.9050756
Afghanistan,AFG,2021-05-31,100.54978,38.72598,145.23328,7.1934032
Afghanistan,AFG,2021-06-07,106.16189,41.874355,147.24898,7.750344
Afghanistan,AFG,2021-06-14,113.27507,45.66206,150.58713,8.691721
Afghanistan,AFG,2021-06-21,120.49961,48.441414,154.2481,10.158002
Afghanistan,AFG,2021-06-28,125.5713,50.505154,157.94928,11.459172
Afghanistan,AFG,2021-07-05,130.61769,52.971207,161.71832,12.812095
Afghanistan,AFG,2021-07-12,135.64468,55.763824,165.61542,14.105872
Afghanistan,AFG,2021-07-19,140.27657,57.84013,170.26155,15.148287
Afghanistan,AFG,2021-07-26,144.63953,60.009903,174.86111,15.833373
Afghanistan,AFG,2021-08-02,150.92575,62.72673,179.65598,16.602247
Afghanistan,AFG,2021-08-09,154.38405,65.31597,184.13884,17.023647
Afghanistan,AFG,2021-08-16,157.52791,68.28878,188.85915,17.302118
Afghanistan,AFG,2021-08-23,159.90123,70.225365,193.60316,17.42287
Afghanistan,AFG,2021-08-30,162.07793,71.77979,197.5872,17.51898
Afghanistan,AFG,2021-09-06,164.21715,73.33523,201.38991,17.57566
Afghanistan,AFG,2021-09-13,166.30357,74.9357,205.22823,17.661911
Afghanistan,AFG,2021-09-20,168.31543,75.68432,208.22922,17.74077
Afghanistan,AFG,2021-09-27,170.10016,76.22527,211.16826,17.74077
Afghanistan,AFG,2021-10-04,171.65839,76.73259,213.8693,17.772806
Afghanistan,AFG,2021-10-11,173.49695,76.90557,216.78249,17.794987
Afghanistan,AFG,2021-10-18,174.95457,77.05383,219.65001,17.83688
Afghanistan,AFG,2021-10-25,176.27843,77.17893,222.3023,17.873844
Afghanistan,AFG,2021-11-01,177.662,77.517136,225.09752,17.920668
Afghanistan,AFG,2021-11-08,178.3365,77.76857,227.54236,17.95024
Afghanistan,AFG,2021-11-15,179.0034,78.00887,231.8786,17.969954
Afghanistan,AFG,2021-11-22,179.72647,78.25695,236.64911,17.992134
Afghanistan,AFG,2021-11-29,180.23488,78.2624,240.59532,18.009384
Afghanistan,AFG,2021-12-06,180.72166,78.23844,242.4974,18.019241
Afghanistan,AFG,2021-12-13,181.20863,78.29441,243.72902,18.051277
Afghanistan,AFG,2021-12-20,181.8075,78.29003,244.897,18.070992
Afghanistan,AFG,2021-12-27,182.31044,78.55204,245.84853,18.117815
Afghanistan,AFG,2022-01-03,182.78654,78.710464,246.86282,18.127672
Afghanistan,AFG,2022-01-10,183.2679,78.682335,247.67282,18.159708
Afghanistan,AFG,2022-01-17,183.73923,78.65461,248.31985,18.181887
Afghanistan,AFG,2022-01-24,184.25508,79.41055,249.06306,18.21146
Afghanistan,AFG,2022-01-31,186.3841,81.83541,250.62717,18.253353
Afghanistan,AFG,2022-02-07,188.56885,83.56544,252.58035,18.29771
Afghanistan,AFG,2022-02-14,190.85081,86.21678,254.74376,18.452965
Afghanistan,AFG,2022-02-21,193.39142,88.63416,256.9101,18.566324
Afghanistan,AFG,2022-02-28,195.67915,90.26066,258.3734,18.699398
Afghanistan,AFG,2022-03-07,198.14156,91.49204,260.27338,18.783186
Afghanistan,AFG,2022-03-14,199.50836,92.79162,261.661,18.832472
Afghanistan,AFG,2022-03-21,200.02744,94.12297,262.5387,18.857117
Afghanistan,AFG,2022-03-28,201.78893,94.83033,264.94885,18.876831
Afghanistan,AFG,2022-04-04,202.54718,96.138275,266.67288,18.903938
Afghanistan,AFG,2022-04-11,203.18454,96.136024,268.32117,18.913795
Afghanistan,AFG,2022-04-18,203.84207,96.10784,270.0183,18.91626
Afghanistan,AFG,2022-04-25,204.54659,96.214096,273.00336,18.928581
Afghanistan,AFG,2022-05-02,205.18694,96.20476,277.16714,18.93351
Afghanistan,AFG,2022-05-09,205.82611,96.45805,280.79245,18.935974
Afghanistan,AFG,2022-05-16,206.48859,96.23112,284.25284,18.95076
Afghanistan,AFG,2022-05-23,207.21913,96.00337,284.53085,18.968012
Afghanistan,AFG,2022-05-30,209.39697,96.306366,285.08163,18.977869
Afghanistan,AFG,2022-06-06,211.58318,96.51855,286.792,18.997583
Afghanistan,AFG,2022-06-13,213.67891,96.745,288.57895,18.997583
Afghanistan,AFG,2022-06-20,215.80394,96.83448,290.18002,19.00744
Afghanistan,AFG,2022-06-27,218.04692,96.98316,291.8,19.017298
Afghanistan,AFG,2022-07-04,220.23433,97.23478,292.80267,19.034548
Afghanistan,AFG,2022-07-11,222.40492,97.42353,293.86957,19.04194
Afghanistan,AFG,2022-07-18,224.89368,97.77223,294.97186,19.049334
Afghanistan,AFG,2022-07-25,227.69699,98.034615,296.02368,19.06905
Afghanistan,AFG,2022-08-01,230.4704,98.42845,297.1716,19.091228
Afghanistan,AFG,2022-08-08,233.23218,99.01374,299.09583,19.10355
Afghanistan,AFG,2022-08-15,236.48827,100.01144,302.66647,19.118336
Afghanistan,AFG,2022-08-22,239.32698,100.52238,305.9505,19.1208
Afghanistan,AFG,2022-08-29,241.92831,100.93234,308.91858,19.157764
Afghanistan,AFG,2022-09-05,244.07396,101.543755,310.7599,19.17255
Afghanistan,AFG,2022-09-12,246.21931,101.85111,312.53284,19.189802
Afghanistan,AFG,2022-09-19,248.20973,102.00643,313.92288,19.207052
Afghanistan,AFG,2022-09-26,250.1791,102.36762,315.2027,19.21198
Afghanistan,AFG,2022-10-03,252.19951,102.20485,316.6699,19.219374
Afghanistan,AFG,2022-10-10,254.10617,101.50837,318.27493,19.231695
Afghanistan,AFG,2022-10-17,255.88658,102.56289,320.49838,19.248945
Afghanistan,AFG,2022-10-24,257.66373,103.591995,322.80328,19.266195
Afghanistan,AFG,2022-10-31,259.71817,104.65662,325.2621,19.273588
Afghanistan,AFG,2022-11-07,261.86432,105.719246,327.81793,19.285912
Afghanistan,AFG,2022-11-14,264.02182,106.79921,330.37283,19.293304
Afghanistan,AFG,2022-11-21,266.1757,107.74854,333.92166,19.298233
Afghanistan,AFG,2022-11-28,267.98984,108.0016,340.31726,19.303162
Afghanistan,AFG,2022-12-05,269.7468,108.4516,343.89804,19.305626
Afghanistan,AFG,2022-12-12,271.5747,108.9023,345.68503,19.317947
Afghanistan,AFG,2022-12-19,273.38858,109.455376,347.63763,19.330269
Afghanistan,AFG,2022-12-26,275.2049,110.26027,349.51678,19.332733
Afghanistan,AFG,2023-01-02,276.85086,110.95687,351.4415,19.34259
Afghanistan,AFG,2023-01-09,278.493,111.6179,353.31213,19.347519
Afghanistan,AFG,2023-01-16,280.12238,112.30035,355.3729,19.357376
Afghanistan,AFG,2023-01-23,281.66583,112.94138,357.4411,19.369698
Afghanistan,AFG,2023-01-30,283.22217,113.57053,359.52042,19.384483
Afghanistan,AFG,2023-02-06,284.91318,113.94644,361.4082,19.4042
Afghanistan,AFG,2023-02-13,286.54797,113.95287,363.5496,19.411592
Afghanistan,AFG,2023-02-20,288.31506,114.73791,365.85715,19.411592
Afghanistan,AFG,2023-02-27,290.01697,115.90376,368.21777,19.414057
Afghanistan,AFG,2023-03-06,291.6333,116.31085,370.34995,19.416521
Afghanistan,AFG,2023-03-13,293.26385,117.1397,372.4728,19.418985
Afghanistan,AFG,2023-03-20,294.88232,118.42254,374.5422,19.42145
Afghanistan,AFG,2023-03-27,296.5363,119.679855,376.64426,19.423914
Afghanistan,AFG,2023-04-03,298.16736,120.988785,378.75302,19.426378
Afghanistan,AFG,2023-04-10,299.81583,121.77067,380.816,19.428843
Afghanistan,AFG,2023-04-17,301.50348,121.92175,382.9337,19.431307
Afghanistan,AFG,2023-04-24,303.19925,122.46437,384.977,19.436235
Afghanistan,AFG,2023-05-01,304.95886,123.069214,386.86987,19.448557
Afghanistan,AFG,2023-05-08,306.7455,123.701515,387.4125,19.460878
Afghanistan,AFG,2023-05-15,308.52628,124.286255,387.99112,19.487986
Afghanistan,AFG,2023-05-22,310.29565,124.78719,388.126,19.500309
Afghanistan,AFG,2023-05-29,312.13342,125.24354,388.9701,19.505238
Afghanistan,AFG,2023-06-05,314.26944,125.60914,390.52438,19.515095
Afghanistan,AFG,2023-06-12,316.61334,126.00375,392.15445,19.51756
Afghanistan,AFG,2023-06-19,318.96082,126.41924,393.89444,19.522488
Afghanistan,AFG,2023-06-26,321.3684,126.95395,395.6112,19.537273
Afghanistan,AFG,2023-07-03,324.05237,127.741035,396.8865,19.537273
Afghanistan,AFG,2023-07-10,326.69583,128.53917,397.7061,19.544666
Afghanistan,AFG,2023-07-17,329.33914,129.14774,398.52567,19.54713
Afghanistan,AFG,2023-07-24,331.98264,129.97134,399.32318,19.55206
Afghanistan,AFG,2023-07-31,335.1795,131.52849,404.63037,19.554523
Afghanistan,AFG,2023-08-07,338.37064,134.08333,410.33856,19.561916
Afghanistan,AFG,2023-08-14,341.56238,137.5124,414.6726,19.566845
Afghanistan,AFG,2023-08-21,344.41663,140.64462,418.18442,19.571774
Afghanistan,AFG,2023-08-28,347.13712,141.57918,420.52588,19.571774
Afghanistan,AFG,2023-09-04,349.14975,142.08511,421.97745,19.576702
Afghanistan,AFG,2023-09-11,351.179,142.57768,423.3598,19.58163
Afghanistan,AFG,2023-09-18,353.15317,143.05121,426.55307,19.58163
Afghanistan,AFG,2023-09-25,355.16687,143.49944,431.25146,19.584095
Afghanistan,AFG,2023-10-02,357.28323,144.06786,434.5374,19.591488
Afghanistan,AFG,2023-10-09,359.35837,144.45348,436.56262,19.593952
Afghanistan,AFG,2023-10-16,361.19455,144.58833,438.5957,19.596416
Afghanistan,AFG,2023-10-23,363.03073,144.7866,440.62982,19.596416
Afghanistan,AFG,2023-10-30,364.86456,144.85352,442.62192,19.59888
Afghanistan,AFG,2023-11-06,366.66077,144.91762,444.553,19.606276
Afghanistan,AFG,2023-11-13,368.4573,144.89508,446.44705,19.616133
Afghanistan,AFG,2023-11-20,370.31598,144.92235,448.3441,19.618597
Afghanistan,AFG,2023-11-27,372.15604,144.98117,450.23816,19.623526
Afghanistan,AFG,2023-12-04,373.93195,144.90924,452.1322,19.628454
Afghanistan,AFG,2023-12-11,375.6976,144.89809,454.04193,19.628454
Afghanistan,AFG,2023-12-18,377.46072,144.67708,456.07385,19.628454
Afghanistan,AFG,2023-12-25,379.16803,145.08055,457.97098,19.640776
Afghanistan,AFG,2024-01-01,380.88968,145.7414,460.04675,19.648169
Afghanistan,AFG,2024-01-08,382.61505,146.43646,462.58734,19.648169
Afghanistan,AFG,2024-01-15,384.3406,147.08841,465.0147,19.653097
Afghanistan,AFG,2024-01-22,386.0666,147.79573,467.44208,19.655561
Afghanistan,AFG,2024-01-29,387.82855,148.3649,469.88943,19.667883
Afghanistan,AFG,2024-02-05,389.55966,148.93361,472.44064,19.667883
Afghanistan,AFG,2024-02-12,391.2751,149.46246,475.25665,19.670347
Afghanistan,AFG,2024-02-19,392.99405,150.13942,478.03793,19.672812
Afghanistan,AFG,2024-02-26,394.71527,150.81638,480.8192,19.672812
Afghanistan,AFG,2024-03-04,396.4327,150.92715,483.47775,19.685133
Afghanistan,AFG,2024-03-11,398.16562,150.88759,486.15347,19.692526
Afghanistan,AFG,2024-03-18,399.8995,150.8383,487.6102,19.692526
Afghanistan,AFG,2024-03-25,401.67606,151.07155,488.23227,19.697454
Afghanistan,AFG,2024-04-01,403.43488,151.26242,490.28867,19.704847
Afghanistan,AFG,2024-04-08,405.2006,151.44453,494.04898,19.704847
Afghanistan,AFG,2024-04-15,407.24695,151.60822,497.82962,19.704847
Afghanistan,AFG,2024-04-22,409.3591,151.77286,501.60638,19.704847
Afghanistan,AFG,2024-04-29,411.4905,151.94714,505.3794,19.707312
Afghanistan,AFG,2024-05-06,413.6019,152.13147,507.24435,19.709776
Afghanistan,AFG,2024-05-13,415.72714,152.2942,508.89175,19.709776
Afghanistan,AFG,2024-05-20,417.8525,152.45692,510.5373,19.709776
Afghanistan,AFG,2024-05-27,420.00574,152.7257,512.1922,19.709776
Afghanistan,AFG,2024-06-03,420.65054,152.89626,514.4948,19.709776
Afghanistan,AFG,2024-06-10,421.3597,152.94351,516.7525,19.709776
Afghanistan,AFG,2024-06-17,422.1163,152.53061,518.8153,19.709776
Albania,ALB,2020-01-06,0.0,0.0,0.0,0.0
Albania,ALB,2020-01-13,0.0,0.0,0.0,0.0
Albania,ALB,2020-01-20,0.0,0.0,0.0,0.0
Albania,ALB,2020-01-27,-1.5521487,-1.5521487,-1.5521487,0.0
Albania,ALB,2020-02-03,-1.4777418,-1.4777418,-1.4777418,0.0
Albania,ALB,2020-02-10,-1.4033351,-1.4033351,-1.4033351,0.0
Albania,ALB,2020-02-17,-1.3289284,-1.3289284,-1.3289284,0.0
Albania,ALB,2020-02-24,-1.2545216,-1.2545216,-1.2545216,0.0
Albania,ALB,2020-03-02,-0.9482659,-0.9482659,-0.9482659,0.0
Albania,ALB,2020-03-09,-0.6420102,-0.6420102,-0.6420102,0.0
Albania,ALB,2020-03-16,-0.33575454,-0.33575454,-0.33575454,0.035365492
Albania,ALB,2020-03-23,-0.029498862,-0.029498862,-0.029498862,0.070730984
Albania,ALB,2020-03-30,0.27675682,0.27675682,0.27675682,0.28292394
Albania,ALB,2020-04-06,0.9490926,0.9490926,0.9490926,0.6012134
Albania,ALB,2020-04-13,1.6214284,1.6214284,1.6214284,0.81340635
Albania,ALB,2020-04-20,2.293764,2.293764,2.293764,0.91950285
Albania,ALB,2020-04-27,2.9661,2.9661,2.9661,0.9548683
Albania,ALB,2020-05-04,4.0048337,4.0048337,4.0048337,1.0963303
Albania,ALB,2020-05-11,5.0435677,5.0435677,5.0435677,1.0963303
Albania,ALB,2020-05-18,6.082301,6.082301,6.082301,1.0963303
Albania,ALB,2020-05-25,7.1210346,7.1210346,7.1210346,1.0963303
Albania,ALB,2020-06-01,8.573251,8.573251,8.573251,1.1670613
Albania,ALB,2020-06-08,10.025466,10.025466,10.025466,1.1670613
Albania,ALB,2020-06-15,11.477682,11.477682,11.477682,1.2731577
Albania,ALB,2020-06-22,12.929897,12.929897,12.929897,1.4853507
Albania,ALB,2020-06-29,14.382113,14.382113,14.382113,1.8036401
Albania,ALB,2020-07-06,17.778759,17.778759,17.778759,2.5463154
Albania,ALB,2020-07-13,21.175406,21.175406,21.175406,3.006067
Albania,ALB,2020-07-20,24.57205,24.57205,24.57205,3.784108
Albania,ALB,2020-07-27,27.968697,27.968697,27.968697,4.526783
Albania,ALB,2020-08-03,34.277775,34.277775,34.277775,5.5523825
Albania,ALB,2020-08-10,40.586857,40.586857,40.586857,6.684078
Albania,ALB,2020-08-17,46.895935,46.895935,46.895935,7.7450433
Albania,ALB,2020-08-24,53.205017,53.205017,53.205017,8.487719
Albania,ALB,2020-08-31,59.514095,59.514095,59.514095,9.584048
Albania,ALB,2020-09-07,63.41924,63.41924,63.41924,10.821841
Albania,ALB,2020-09-14,67.32438,67.32438,67.32438,11.564516
Albania,ALB,2020-09-21,71.22952,71.22952,71.22952,12.484019
Albania,ALB,2020-09-28,75.13467,75.13467,75.13467,13.191329
Albania,ALB,2020-10-05,81.21018,81.21018,81.21018,13.757177
Albania,ALB,2020-10-12,87.2857,87.2857,87.2857,14.605948
Albania,ALB,2020-10-19,93.361206,93.361206,93.361206,15.666914
Albania,ALB,2020-10-26,99.43672,99.43672,99.43672,16.586416
Albania,ALB,2020-11-02,116.80177,116.80177,116.80177,17.753477
Albania,ALB,2020-11-09,134.16682,134.16682,134.16682,19.415655
Albania,ALB,2020-11-16,151.53188,151.53188,151.53188,21.396124
Albania,ALB,2020-11-23,168.89691,168.89691,168.89691,23.765612
Albania,ALB,2020-11-30,186.26196,186.26196,186.26196,27.266796
Albania,ALB,2020-12-07,195.17365,195.17365,195.17365,30.767979
Albania,ALB,2020-12-14,204.08533,204.08533,204.08533,34.552086
Albania,ALB,2020-12-21,212.99701,212.99701,212.99701,37.699615
Albania,ALB,2020-12-28,221.90869,221.90869,221.90869,40.10447
Albania,ALB,2021-01-04,226.90105,226.90105,226.90105,41.943474
Albania,ALB,2021-01-11,231.8934,231.8934,231.8934,43.499557
Albania,ALB,2021-01-18,236.88576,236.88576,236.88576,44.73735
Albania,ALB,2021-01-25,241.87811,241.87811,241.87811,46.081238
Albania,ALB,2021-02-01,258.07068,258.07068,258.07068,48.02634
Albania,ALB,2021-02-08,274.26328,274.26328,274.26328,50.678753
Albania,ALB,2021-02-15,290.45587,290.45587,290.45587,54.14457
Albania,ALB,2021-02-22,306.64844,306.64844,306.64844,57.85795
Albania,ALB,2021-03-01,318.5757,318.5757,318.5757,62.101807
Albania,ALB,2021-03-08,330.50296,330.50296,330.50296,67.08834
Albania,ALB,2021-03-15,342.4302,342.4302,342.4302,71.36757
Albania,ALB,2021-03-22,354.35748,354.35748,354.35748,75.04558
Albania,ALB,2021-03-29,366.28473,366.28473,366.28473,77.521164
Albania,ALB,2021-04-05,372.07556,372.07556,372.07556,79.46626
Albania,ALB,2021-04-12,377.86636,377.86636,377.86636,81.48209
Albania,ALB,2021-04-19,383.65717,383.65717,383.65717,82.649155
Albania,ALB,2021-04-26,389.44797,389.44797,389.44797,83.71012
Albania,ALB,2021-05-03,391.12054,391.12054,391.12054,84.66499
Albania,ALB,2021-05-10,392.79312,392.79312,392.79312,85.16011
Albania,ALB,2021-05-17,394.46567,394.46567,394.46567,85.832054
Albania,ALB,2021-05-24,396.13824,396.13824,396.13824,86.32717
Albania,ALB,2021-05-31,397.81082,397.81082,397.81082,86.57473
Albania,ALB,2021-06-07,399.68582,399.68582,399.68582,86.680824
Albania,ALB,2021-06-14,401.5608,401.5608,401.5608,86.75156
Albania,ALB,2021-06-21,403.4358,403.4358,403.4358,86.78692
Albania,ALB,2021-06-28,405.3108,405.3108,405.3108,86.82229
Albania,ALB,2021-07-05,406.02844,406.02844,406.02844,86.85765
Albania,ALB,2021-07-12,406.74606,406.74606,406.74606,86.85765
Albania,ALB,2021-07-19,407.4637,407.4637,407.4637,86.85765
Albania,ALB,2021-07-26,408.18137,408.18137,408.18137,86.85765
Albania,ALB,2021-08-02,411.4142,411.4142,411.4142,86.89302
Albania,ALB,2021-08-09,414.64706,414.64706,414.64706,86.92838
Albania,ALB,2021-08-16,417.87994,417.87994,417.87994,87.03448
Albania,ALB,2021-08-23,421.1128,421.1128,421.1128,87.529594
Albania,ALB,2021-08-30,424.34564,424.34564,424.34564,87.95398
Albania,ALB,2021-09-06,432.62222,432.62222,432.62222,88.696655
Albania,ALB,2021-09-13,440.8988,440.8988,440.8988,89.65153
Albania,ALB,2021-09-20,449.17535,449.17535,449.17535,90.85395
Albania,ALB,2021-09-27,457.45193,457.45193,457.45193,92.62223
Albania,ALB,2021-10-04,464.83658,464.83658,464.83658,95.66366
Albania,ALB,2021-10-11,472.2212,472.2212,472.2212,97.361206
Albania,ALB,2021-10-18,479.6058,479.6058,479.6058,99.27094
Albania,ALB,2021-10-25,486.99045,486.99045,486.99045,101.25141
Albania,ALB,2021-11-01,493.3592,493.3592,493.3592,102.87822
Albania,ALB,2021-11-08,499.72794,499.72794,499.72794,104.25748
Albania,ALB,2021-11-15,506.09668,506.09668,506.09668,105.49527
Albania,ALB,2021-11-22,512.4654,512.4654,512.4654,107.12208
Albania,ALB,2021-11-29,518.83417,518.83417,518.83417,108.819626
Albania,ALB,2021-12-06,524.892,524.892,524.892,109.915955
Albania,ALB,2021-12-13,530.94995,530.94995,530.94995,110.69399
Albania,ALB,2021-12-20,537.0079,537.0079,537.0079,111.68423
Albania,ALB,2021-12-27,543.06573,543.06573,543.06573,112.70983
Albania,ALB,2022-01-03,550.4477,550.4477,550.4477,113.77079
Albania,ALB,2022-01-10,557.8296,557.8296,557.8296,114.33664
Albania,ALB,2022-01-17,565.2115,565.2115,565.2115,115.36224
Albania,ALB,2022-01-24,572.5934,572.5934,572.5934,116.4232
Albania,ALB,2022-01-31,579.9753,579.9753,579.9753,117.908554
Albania,ALB,2022-02-07,587.2573,587.2573,587.2573,119.21708
Albania,ALB,2022-02-14,594.53937,594.53937,594.53937,120.490234
Albania,ALB,2022-02-21,601.82135,601.82135,601.82135,121.40974
Albania,ALB,2022-02-28,609.1034,609.1034,609.1034,122.36461
Albania,ALB,2022-03-07,608.74677,608.74677,608.74677,123.00119
Albania,ALB,2022-03-14,608.3902,608.3902,608.3902,123.24875
Albania,ALB,2022-03-21,608.0336,608.0336,608.0336,123.31947
Albania,ALB,2022-03-28,607.67706,607.67706,607.67706,123.425575
Albania,ALB,2022-04-04,607.6926,607.6926,607.6926,123.4963
Albania,ALB,2022-04-11,607.70825,607.70825,607.70825,123.4963
Albania,ALB,2022-04-18,607.7238,607.7238,607.7238,123.6024
Albania,ALB,2022-04-25,607.73944,607.73944,607.73944,123.637764
Albania,ALB,2022-05-02,607.9008,607.9008,607.9008,123.637764
Albania,ALB,2022-05-09,608.06226,608.06226,608.06226,123.637764
Albania,ALB,2022-05-16,608.22363,608.22363,608.22363,123.673134
Albania,ALB,2022-05-23,608.385,608.385,608.385,123.673134
Albania,ALB,2022-05-30,608.54645,608.54645,608.54645,123.673134
Albania,ALB,2022-06-06,608.12695,608.12695,608.12695,123.673134
Albania,ALB,2022-06-13,607.70746,607.70746,607.70746,123.673134
Albania,ALB,2022-06-20,607.28796,607.28796,607.28796,123.673134
Albania,ALB,2022-06-27,606.86847,606.86847,606.86847,123.673134
Albania,ALB,2022-07-04,608.99054,608.99054,608.99054,123.77923
Albania,ALB,2022-07-11,611.1126,611.1126,611.1126,124.13288
Albania,ALB,2022-07-18,613.2347,613.2347,613.2347,124.38044
Albania,ALB,2022-07-25,615.3568,615.3568,615.3568,124.521904
Albania,ALB,2022-08-01,617.03876,617.03876,617.03876,125.123116
Albania,ALB,2022-08-08,618.72076,618.72076,618.72076,125.688965
Albania,ALB,2022-08-15,620.4027,620.4027,620.4027,126.18408
Albania,ALB,2022-08-22,622.08466,622.08466,622.08466,126.39627
Albania,ALB,2022-08-29,623.76666,623.76666,623.76666,126.60847
